City,Abbr.,County,Alias_Abbr
Hope Valley,RI,WASHINGTON,"Hope Valley, RI"
Hopkinton,RI,WASHINGTON,"Hopkinton, RI"
Jamestown,RI,NEWPORT,"Jamestown, RI"
Kenyon,RI,WASHINGTON,"Kenyon, RI"
Little Compton,RI,NEWPORT,"Little Compton, RI"
Little Compton,RI,NEWPORT,"L Compton, RI"
Manville,RI,PROVIDENCE,"Manville, RI"
Lincoln,RI,PROVIDENCE,"Lincoln, RI"
Mapleville,RI,PROVIDENCE,"Mapleville, RI"
Newport,RI,NEWPORT,"Newport, RI"
NETC,RI,NEWPORT,"Netc, RI"
Middletown,RI,NEWPORT,"Middletown, RI"
North Kingstown,RI,WASHINGTON,"Wickford, RI"
North Kingstown,RI,WASHINGTON,"Davisville, RI"
North Kingstown,RI,WASHINGTON,"N Kingstown, RI"
North Kingstown,RI,WASHINGTON,"North Kingstown, RI"
North Scituate,RI,PROVIDENCE,"North Scituate, RI"
North Scituate,RI,PROVIDENCE,"N Scituate, RI"
Oakland,RI,PROVIDENCE,"Oakland, RI"
Pascoag,RI,PROVIDENCE,"Pascoag, RI"
Pawtucket,RI,PROVIDENCE,"Pawtucket, RI"
Pawtucket,RI,PROVIDENCE,"Darlington, RI"
Central Falls,RI,PROVIDENCE,"Central Falls, RI"
Cumberland,RI,PROVIDENCE,"Cumberland, RI"
Portsmouth,RI,NEWPORT,"Portsmouth, RI"
Prudence Island,RI,BRISTOL,"Prudence Island, RI"
Prudence Island,RI,BRISTOL,"Prudence Isl, RI"
Rockville,RI,WASHINGTON,"Rockville, RI"
Saunderstown,RI,WASHINGTON,"Saunderstown, RI"
Shannock,RI,WASHINGTON,"Shannock, RI"
Slatersville,RI,PROVIDENCE,"Slatersville, RI"
Slocum,RI,WASHINGTON,"Slocum, RI"
Tiverton,RI,NEWPORT,"Tiverton, RI"
Wakefield,RI,WASHINGTON,"Green Hill, RI"
West Kingston,RI,WASHINGTON,"South Kingstown, RI"
Wakefield,RI,WASHINGTON,"Wakefield, RI"
Wakefield,RI,WASHINGTON,"Jerusalem, RI"
Wakefield,RI,WASHINGTON,"East Matunuck, RI"
Peace Dale,RI,WASHINGTON,"S Kingstown, RI"
Peace Dale,RI,WASHINGTON,"Peace Dale, RI"
Narragansett,RI,WASHINGTON,"Narragansett, RI"
Wakefield,RI,WASHINGTON,"Matunuck, RI"
Kingston,RI,WASHINGTON,"Kingston, RI"
Narragansett,RI,WASHINGTON,"Bonnet Shores, RI"
Narragansett,RI,WASHINGTON,"Point Judith, RI"
Narragansett,RI,WASHINGTON,"Galilee, RI"
Warren,RI,BRISTOL,"Warren, RI"
Warwick,RI,KENT,"Warwick, RI"
Warwick,RI,KENT,"Conimicut, RI"
Westerly,RI,WASHINGTON,"Westerly, RI"
Westerly,RI,WASHINGTON,"Watch Hill, RI"
Westerly,RI,WASHINGTON,"Misquamicut, RI"
West Kingston,RI,WASHINGTON,"West Kingston, RI"
West Warwick,RI,KENT,"W Warwick, RI"
West Warwick,RI,KENT,"West Warwick, RI"
Wood River Junction,RI,WASHINGTON,"Wood River Junction, RI"
Wood River Junction,RI,WASHINGTON,"Wood River Jt, RI"
Woonsocket,RI,PROVIDENCE,"Woonsocket, RI"
North Smithfield,RI,PROVIDENCE,"N Smithfield, RI"
North Smithfield,RI,PROVIDENCE,"North Smithfield, RI"
Wyoming,RI,WASHINGTON,"Wyoming, RI"
Providence,RI,PROVIDENCE,"Providence, RI"
Providence,RI,PROVIDENCE,"Providence Journal, RI"
North Providence,RI,PROVIDENCE,"N Providence, RI"
North Providence,RI,PROVIDENCE,"North Providence, RI"
North Providence,RI,PROVIDENCE,"No Providence, RI"
Cranston,RI,PROVIDENCE,"Cranston, RI"
North Providence,RI,PROVIDENCE,"Centredale, RI"
North Providence,RI,PROVIDENCE,"Centerdale, RI"
Providence,RI,PROVIDENCE,"Brown University, RI"
Providence,RI,PROVIDENCE,"Brown Station, RI"
East Providence,RI,PROVIDENCE,"E Providence, RI"
East Providence,RI,PROVIDENCE,"East Providence, RI"
Riverside,RI,PROVIDENCE,"Riverside, RI"
Rumford,RI,PROVIDENCE,"Rumford, RI"
Smithfield,RI,PROVIDENCE,"Esmond, RI"
Providence,RI,PROVIDENCE,"Friar Station, RI"
Providence,RI,PROVIDENCE,"Providence College, RI"
Johnston,RI,PROVIDENCE,"Johnston, RI"
Alcolu,SC,CLARENDON,"Alcolu, SC"
Ballentine,SC,RICHLAND,"Ballentine, SC"
Bamberg,SC,BAMBERG,"Midway, SC"
Bamberg,SC,BAMBERG,"Bamberg, SC"
Leesville,SC,LEXINGTON,"Batsbrg-Levil, SC"
Leesville,SC,LEXINGTON,"Batesburg-Leesville, SC"
Batesburg,SC,LEXINGTON,"Batesburg, SC"
Batesburg,SC,LEXINGTON,"Samaria, SC"
Batesburg,SC,LEXINGTON,"Kneece, SC"
Batesburg,SC,LEXINGTON,"Summerland, SC"
Batesburg,SC,LEXINGTON,"New Holland Crossroads, SC"
Batesburg,SC,LEXINGTON,"Holtson Crossroads, SC"
Bethune,SC,KERSHAW,"Bethune, SC"
Bishopville,SC,LEE,"Alcot, SC"
Bishopville,SC,LEE,"Mechanicsville, SC"
Bishopville,SC,LEE,"Ashland, SC"
Bishopville,SC,LEE,"Bishopville, SC"
Bishopville,SC,LEE,"Lucknow, SC"
Bishopville,SC,LEE,"Mccutchen Crossroads, SC"
Bishopville,SC,LEE,"Stokes Bridge, SC"
Bishopville,SC,LEE,"Manville, SC"
Bishopville,SC,LEE,"Wisacky, SC"
Blackstock,SC,CHESTER,"Cornwell, SC"
Blackstock,SC,CHESTER,"Blackstock, SC"
Blackstock,SC,CHESTER,"Douglass, SC"
Blackstock,SC,CHESTER,"Woodward, SC"
Blackstock,SC,CHESTER,"Stover, SC"
Blair,SC,FAIRFIELD,"Blair, SC"
Blythewood,SC,RICHLAND,"Blythewood, SC"
Bowman,SC,ORANGEBURG,"Bowman, SC"
Camden,SC,KERSHAW,"Kirkwood, SC"
Camden,SC,KERSHAW,"Camden, SC"
Camden,SC,KERSHAW,"Red Hill, SC"
Camden,SC,KERSHAW,"Dusty Bend, SC"
Camden,SC,KERSHAW,"Shamokin, SC"
Camden,SC,KERSHAW,"Kirkland, SC"
Camden,SC,KERSHAW,"Antioch, SC"
Cameron,SC,CALHOUN,"Creston, SC"
Cameron,SC,CALHOUN,"Cameron, SC"
Cameron,SC,CALHOUN,"Lone Star, SC"
Carlisle,SC,UNION,"Carlisle, SC"
Carlisle,SC,UNION,"Tuckertown, SC"
Carlisle,SC,UNION,"Leeds, SC"
Cassatt,SC,KERSHAW,"Cassatt, SC"
Cayce,SC,LEXINGTON,"Cayce, SC"
Cayce,SC,LEXINGTON,"Cayce W Cola, SC"
West Columbia,SC,LEXINGTON,"West Columbia, SC"
Chapin,SC,LEXINGTON,"Lake Murray, SC"
Chapin,SC,LEXINGTON,"Chapin, SC"
Chappells,SC,NEWBERRY,"Bigcreek, SC"
Chappells,SC,NEWBERRY,"Chappells, SC"
Cope,SC,ORANGEBURG,"Cope, SC"
Cordova,SC,ORANGEBURG,"Cordova, SC"
Dalzell,SC,SUMTER,"Dalzell, SC"
Dalzell,SC,SUMTER,"Gaillard Crossroads, SC"
Dalzell,SC,SUMTER,"Woodrow, SC"
Davis Station,SC,CLARENDON,"Davis Station, SC"
Denmark,SC,BAMBERG,"Denmark, SC"
Eastover,SC,RICHLAND,"Eastover, SC"
Eastover,SC,RICHLAND,"Congaree, SC"
Eastover,SC,RICHLAND,"Mcentire Air National Guard, SC"
Eastover,SC,RICHLAND,"Wateree, SC"
Elgin,SC,KERSHAW,"Elgin, SC"
Elgin,SC,KERSHAW,"Pontiac, SC"
Elliott,SC,LEE,"Elliott, SC"
Elloree,SC,ORANGEBURG,"Elloree, SC"
Elloree,SC,ORANGEBURG,"Felderville, SC"
Eutawville,SC,ORANGEBURG,"Eutawville, SC"
Eutawville,SC,ORANGEBURG,"Eutaw Springs, SC"
Gable,SC,CLARENDON,"Gable, SC"
Gadsden,SC,RICHLAND,"Gadsden, SC"
Gadsden,SC,RICHLAND,"Kingville, SC"
Gaston,SC,LEXINGTON,"Gaston, SC"
Gilbert,SC,LEXINGTON,"Gilbert, SC"
Great Falls,SC,CHESTER,"Beckhamville, SC"
Great Falls,SC,CHESTER,"Great Falls, SC"
Greeleyville,SC,WILLIAMSBURG,"Greeleyville, SC"
Heath Springs,SC,LANCASTER,"Stoneboro, SC"
Heath Springs,SC,LANCASTER,"Heath Springs, SC"
Heath Springs,SC,LANCASTER,"Pleasant Hill, SC"
Holly Hill,SC,ORANGEBURG,"Bowyer, SC"
Holly Hill,SC,ORANGEBURG,"Holly Hill, SC"
Hopkins,SC,RICHLAND,"Horrel Hill, SC"
Hopkins,SC,RICHLAND,"Hopkins, SC"
Horatio,SC,SUMTER,"Horatio, SC"
Irmo,SC,RICHLAND,"Irmo, SC"
Jenkinsville,SC,FAIRFIELD,"Monticello, SC"
Jenkinsville,SC,FAIRFIELD,"Jenkinsville, SC"
Kershaw,SC,LANCASTER,"Kershaw, SC"
Kershaw,SC,LANCASTER,"Abney, SC"
Kershaw,SC,LANCASTER,"White Bluff, SC"
Kershaw,SC,LANCASTER,"Taxahaw, SC"
Kershaw,SC,LANCASTER,"Spring Mills, SC"
Lamar,SC,DARLINGTON,"Lamar, SC"
Lamar,SC,DARLINGTON,"Oats, SC"
Lamar,SC,DARLINGTON,"Cypress Crossroads, SC"
Leesville,SC,LEXINGTON,"Delmar, SC"
Leesville,SC,LEXINGTON,"Steedman, SC"
Leesville,SC,LEXINGTON,"Summit, SC"
Leesville,SC,LEXINGTON,"Lake Murray Shores, SC"
Leesville,SC,LEXINGTON,"Fairview Crossroads, SC"
Leesville,SC,LEXINGTON,"Leesville, SC"
Lexington,SC,LEXINGTON,"Lexington, SC"
Lexington,SC,LEXINGTON,"Barr, SC"
Lexington,SC,LEXINGTON,"Edmund, SC"
Lexington,SC,LEXINGTON,"Red Bank, SC"
Lexington,SC,LEXINGTON,"Macedon, SC"
Liberty Hill,SC,KERSHAW,"Liberty Hill, SC"
Little Mountain,SC,NEWBERRY,"Little Mtn, SC"
Little Mountain,SC,NEWBERRY,"Little Mountain, SC"
Lugoff,SC,KERSHAW,"Lugoff, SC"
Lydia,SC,DARLINGTON,"Lydia, SC"
Lynchburg,SC,LEE,"Atkins, SC"
Lynchburg,SC,LEE,"Motbridge, SC"
Lynchburg,SC,LEE,"South Lynchburg, SC"
Lynchburg,SC,LEE,"Lynchburg, SC"
Lynchburg,SC,LEE,"Shiloh, SC"
Ehrhardt,SC,BAMBERG,"Ehrhardt, SC"
Lodge,SC,COLLETON,"Lodge, SC"
Mc Bee,SC,CHESTERFIELD,"Clyde, SC"
Mc Bee,SC,CHESTERFIELD,"Mcbee, SC"
Mc Bee,SC,CHESTERFIELD,"Mc Bee, SC"
Mc Bee,SC,CHESTERFIELD,"Robinson, SC"
Manning,SC,CLARENDON,"Manning, SC"
Manning,SC,CLARENDON,"Wilson, SC"
Manning,SC,CLARENDON,"Paxville, SC"
Manning,SC,CLARENDON,"Bloomville, SC"
Manning,SC,CLARENDON,"Foreston, SC"
Manning,SC,CLARENDON,"Jordan, SC"
Mayesville,SC,SUMTER,"Saint Charles, SC"
Mayesville,SC,SUMTER,"Scottsville, SC"
Mayesville,SC,SUMTER,"Mayesville, SC"
Monetta,SC,AIKEN,"Watsonia, SC"
Monetta,SC,AIKEN,"Hibernia, SC"
Monetta,SC,AIKEN,"Jones Crossroads, SC"
Monetta,SC,AIKEN,"Monetta, SC"
Neeses,SC,ORANGEBURG,"Neeses, SC"
Neeses,SC,ORANGEBURG,"Livingston, SC"
Newberry,SC,NEWBERRY,"Newberry, SC"
New Zion,SC,CLARENDON,"Oak Dale, SC"
New Zion,SC,CLARENDON,"Oakdale, SC"
New Zion,SC,CLARENDON,"New Zion, SC"
New Zion,SC,CLARENDON,"Union Crossroads, SC"
New Zion,SC,CLARENDON,"Workman, SC"
North,SC,ORANGEBURG,"North, SC"
Norway,SC,ORANGEBURG,"Norway, SC"
Olanta,SC,FLORENCE,"Olanta, SC"
Olanta,SC,FLORENCE,"Mckenzie Crossroads, SC"
Orangeburg,SC,ORANGEBURG,"Jamison, SC"
Orangeburg,SC,ORANGEBURG,"Orangeburg, SC"
Orangeburg,SC,ORANGEBURG,"Bolen Town, SC"
Orangeburg,SC,ORANGEBURG,"Pecan Way Terrace, SC"
Orangeburg,SC,ORANGEBURG,"Sc State University, SC"
Peak,SC,NEWBERRY,"Peak, SC"
Pelion,SC,LEXINGTON,"Pelion, SC"
Pelion,SC,LEXINGTON,"Thor, SC"
Pinewood,SC,SUMTER,"Millford, SC"
Pinewood,SC,SUMTER,"Panola, SC"
Pinewood,SC,SUMTER,"Rimini, SC"
Pinewood,SC,SUMTER,"Pinewood, SC"
Pomaria,SC,NEWBERRY,"Pomaria, SC"
Pomaria,SC,NEWBERRY,"Glympville, SC"
Prosperity,SC,NEWBERRY,"Stockman, SC"
Prosperity,SC,NEWBERRY,"Stoney Hill, SC"
Prosperity,SC,NEWBERRY,"Slighs, SC"
Prosperity,SC,NEWBERRY,"Prosperity, SC"
Rembert,SC,SUMTER,"Borden, SC"
Rembert,SC,SUMTER,"Boykin, SC"
Rembert,SC,SUMTER,"Hagood, SC"
Rembert,SC,SUMTER,"Rembert, SC"
Rembert,SC,SUMTER,"Pisgah, SC"
Rembert,SC,SUMTER,"Spring Hill, SC"
Rembert,SC,SUMTER,"Dunkins Mill, SC"
Ridge Spring,SC,SALUDA,"Ridge Spring, SC"
Ridgeway,SC,FAIRFIELD,"Longtown, SC"
Ridgeway,SC,FAIRFIELD,"Smallwood, SC"
Ridgeway,SC,FAIRFIELD,"Ridgeway, SC"
Rion,SC,FAIRFIELD,"Rion, SC"
Rowesville,SC,ORANGEBURG,"Rowesville, SC"
Saint Matthews,SC,CALHOUN,"Fort Motte, SC"
Saint Matthews,SC,CALHOUN,"Hammond Crossroads, SC"
Saint Matthews,SC,CALHOUN,"St Matthews, SC"
Saint Matthews,SC,CALHOUN,"Saint Matthews, SC"
Saint Matthews,SC,CALHOUN,"Singleton, SC"
Salley,SC,AIKEN,"Salley, SC"
Salley,SC,AIKEN,"Kitchings Mill, SC"
Salley,SC,AIKEN,"Perry, SC"
Salley,SC,AIKEN,"Berlin, SC"
Saluda,SC,SALUDA,"Emory, SC"
Saluda,SC,SALUDA,"Fruit Hill, SC"
Saluda,SC,SALUDA,"Richland Springs, SC"
Saluda,SC,SALUDA,"Saluda, SC"
Santee,SC,ORANGEBURG,"Santee, SC"
Santee,SC,ORANGEBURG,"Parlers, SC"
Sardinia,SC,CLARENDON,"Sardinia, SC"
Silverstreet,SC,NEWBERRY,"Silverstreet, SC"
Springfield,SC,ORANGEBURG,"Springfield, SC"
State Park,SC,RICHLAND,"State Park, SC"
Summerton,SC,CLARENDON,"Goat Island Resort, SC"
Summerton,SC,CLARENDON,"Summerton, SC"
Summerton,SC,CLARENDON,"Davis Crossroads, SC"
Summerton,SC,CLARENDON,"St Paul, SC"
Sumter,SC,SUMTER,"Highway Four Forty One, SC"
Sumter,SC,SUMTER,"Hoyt Heights, SC"
Sumter,SC,SUMTER,"Oswego, SC"
Sumter,SC,SUMTER,"Bon Air, SC"
Sumter,SC,SUMTER,"Stateburg, SC"
Sumter,SC,SUMTER,"Brogdon, SC"
Sumter,SC,SUMTER,"Sumter, SC"
Sumter,SC,SUMTER,"Frens, SC"
Shaw A F B,SC,SUMTER,"Shaw A F B, SC"
Shaw A F B,SC,SUMTER,"Shaw AFB, SC"
Swansea,SC,LEXINGTON,"Swansea, SC"
Timmonsville,SC,FLORENCE,"Timmonsville, SC"
Timmonsville,SC,FLORENCE,"Peniel Crossroads, SC"
Timmonsville,SC,FLORENCE,"Sardis, SC"
Timmonsville,SC,FLORENCE,"Cartersville, SC"
Turbeville,SC,CLARENDON,"Turbeville, SC"
Vance,SC,ORANGEBURG,"Vance, SC"
Wagener,SC,AIKEN,"New Holland, SC"
Wagener,SC,AIKEN,"Bethcar, SC"
Wagener,SC,AIKEN,"Seivern, SC"
Wagener,SC,AIKEN,"H L Crossroads, SC"
Wagener,SC,AIKEN,"Rocky Springs, SC"
Wagener,SC,AIKEN,"Wagener, SC"
Ward,SC,SALUDA,"Ward, SC"
Wedgefield,SC,SUMTER,"Wedgefield, SC"
West Columbia,SC,LEXINGTON,"South Congaree, SC"
West Columbia,SC,LEXINGTON,"Westover Acres, SC"
West Columbia,SC,LEXINGTON,"Dixiana, SC"
West Columbia,SC,LEXINGTON,"Kathwood, SC"
West Columbia,SC,LEXINGTON,"Pineridge, SC"
West Columbia,SC,LEXINGTON,"Saluda Gardens, SC"
West Columbia,SC,LEXINGTON,"Saluda Terrace, SC"
West Columbia,SC,LEXINGTON,"Springdale, SC"
Westville,SC,KERSHAW,"Westville, SC"
Westville,SC,KERSHAW,"De Kalb, SC"
Westville,SC,KERSHAW,"Dekalb, SC"
White Rock,SC,RICHLAND,"White Rock, SC"
Whitmire,SC,NEWBERRY,"Whitmire, SC"
Winnsboro,SC,FAIRFIELD,"Winnsboro Mills, SC"
Winnsboro,SC,FAIRFIELD,"White Oak, SC"
Winnsboro,SC,FAIRFIELD,"Greenbrier, SC"
Winnsboro,SC,FAIRFIELD,"Winnsboro, SC"
Columbia,SC,RICHLAND,"Market Center, SC"
Columbia,SC,RICHLAND,"Olympia, SC"
Columbia,SC,RICHLAND,"State Hospital, SC"
Columbia,SC,LEXINGTON,"Columbia, SC"
Columbia,SC,RICHLAND,"Denny Terrace, SC"
Columbia,SC,RICHLAND,"Killian, SC"
Columbia,SC,RICHLAND,"Crane Forest, SC"
Columbia,SC,RICHLAND,"Eau Claire, SC"
Columbia,SC,RICHLAND,"Fairfield Terrace, SC"
Columbia,SC,RICHLAND,"Stark Terrace, SC"
Columbia,SC,RICHLAND,"Greenview, SC"
Columbia,SC,RICHLAND,"Farrow Terrace, SC"
Columbia,SC,RICHLAND,"Hollywood Hills, SC"
Columbia,SC,RICHLAND,"Crafts Farrow, SC"
Columbia,SC,RICHLAND,"Haskell Heights, SC"
Columbia,SC,RICHLAND,"Lincolnshire, SC"
Columbia,SC,RICHLAND,"Ridgewood, SC"
Columbia,SC,RICHLAND,"Bendale, SC"
Columbia,SC,RICHLAND,"Bayview, SC"
Columbia,SC,RICHLAND,"Edgewood, SC"
Columbia,SC,RICHLAND,"Five Points, SC"
Columbia,SC,RICHLAND,"Forest Acres, SC"
Columbia,SC,RICHLAND,"Ravenwood, SC"
Columbia,SC,RICHLAND,"Forest Lake, SC"
Columbia,SC,RICHLAND,"Arcadia Lakes, SC"
Columbia,SC,RICHLAND,"Sandwood, SC"
Columbia,SC,RICHLAND,"Fort Jackson, SC"
Columbia,SC,RICHLAND,"University Of Sc, SC"
USC,SC,RICHLAND,"Usc, SC"
Columbia,SC,RICHLAND,"Eastmont, SC"
Columbia,SC,RICHLAND,"Mountain Brook, SC"
Columbia,SC,RICHLAND,"Cedar Terrace, SC"
Columbia,SC,RICHLAND,"Hazelwood Acres, SC"
Columbia,SC,RICHLAND,"Leesburg, SC"
Columbia,SC,RICHLAND,"Twin Lake Hill, SC"
Columbia,SC,RICHLAND,"Galaxy, SC"
Columbia,SC,RICHLAND,"Bluff Estates, SC"
Columbia,SC,RICHLAND,"Capitol View, SC"
Columbia,SC,RICHLAND,"Dutch Fork, SC"
Columbia,SC,RICHLAND,"Capitol, SC"
Columbia,SC,LEXINGTON,"Harbison, SC"
Columbia,SC,RICHLAND,"Sc Tax Comm, SC"
Columbia,SC,RICHLAND,"Bell South, SC"
Columbia,SC,RICHLAND,"Sc Dept Of Motor Vehicles, SC"
Columbia,SC,RICHLAND,"City Of Columbia, SC"
Columbia,SC,RICHLAND,"Sc Electric And Gas, SC"
Columbia,SC,RICHLAND,"Blue Cross Blue Shield Od Sc, SC"
Columbia,SC,RICHLAND,"Baptist Medical Center, SC"
Columbia,SC,RICHLAND,"Northeast, SC"
Columbia,SC,RICHLAND,"North Pointe, SC"
Columbia,SC,RICHLAND,"Univ Of Sc Students Mail, SC"
Columbia,SC,RICHLAND,"Wells Fargo, SC"
Columbia,SC,LEXINGTON,"Columbia Amf, SC"
Spartanburg,SC,SPARTANBURG,"Spartanburg, SC"
Spartanburg,SC,SPARTANBURG,"Sptbg, SC"
Boiling Springs,SC,SPARTANBURG,"Boiling Spgs, SC"
Boiling Springs,SC,SPARTANBURG,"Boiling Springs, SC"
Spartanburg,SC,SPARTANBURG,"Dennys Corporation, SC"
Arcadia,SC,SPARTANBURG,"Arcadia, SC"
Buffalo,SC,UNION,"Buffalo, SC"
Campobello,SC,SPARTANBURG,"Campobello, SC"
Chesnee,SC,SPARTANBURG,"Chesnee, SC"
Clifton,SC,SPARTANBURG,"Clifton, SC"
Clinton,SC,LAURENS,"Clinton, SC"
Converse,SC,SPARTANBURG,"Converse, SC"
Cowpens,SC,SPARTANBURG,"Cowpens, SC"
Cross Anchor,SC,SPARTANBURG,"Cross Anchor, SC"
Cross Hill,SC,LAURENS,"Cross Hill, SC"
Drayton,SC,SPARTANBURG,"Drayton, SC"
Duncan,SC,SPARTANBURG,"Duncan, SC"
Enoree,SC,SPARTANBURG,"Enoree, SC"
Fairforest,SC,SPARTANBURG,"Fairforest, SC"
Fingerville,SC,SPARTANBURG,"Fingerville, SC"
Gaffney,SC,CHEROKEE,"Gaffney, SC"
Glendale,SC,SPARTANBURG,"Glendale, SC"
Gramling,SC,SPARTANBURG,"Gramling, SC"
Inman,SC,SPARTANBURG,"Inman, SC"
Joanna,SC,LAURENS,"Joanna, SC"
Jonesville,SC,UNION,"Jonesville, SC"
Kinards,SC,NEWBERRY,"Kinards, SC"
Landrum,SC,SPARTANBURG,"Landrum, SC"
Laurens,SC,LAURENS,"Laurens, SC"
Lockhart,SC,UNION,"Lockhart, SC"
Lyman,SC,SPARTANBURG,"Lyman, SC"
Mayo,SC,SPARTANBURG,"Mayo, SC"
Moore,SC,SPARTANBURG,"Moore, SC"
Mountville,SC,LAURENS,"Mountville, SC"
Pacolet,SC,SPARTANBURG,"Pacolet, SC"
Pacolet Mills,SC,SPARTANBURG,"Pacolet Mills, SC"
Pauline,SC,SPARTANBURG,"Glenn Springs, SC"
Pauline,SC,SPARTANBURG,"Pauline, SC"
Reidville,SC,SPARTANBURG,"Reidville, SC"
Roebuck,SC,SPARTANBURG,"Roebuck, SC"
Startex,SC,SPARTANBURG,"Startex, SC"
UNA,SC,SPARTANBURG,"Una, SC"
Union,SC,UNION,"Union, SC"
Waterloo,SC,LAURENS,"Waterloo, SC"
Wellford,SC,SPARTANBURG,"Wellford, SC"
White Stone,SC,SPARTANBURG,"White Stone, SC"
Woodruff,SC,SPARTANBURG,"Woodruff, SC"
Jonesville,SC,UNION,"Disney Direct Marketing, SC"
North Charleston,SC,DORCHESTER,"Chas, SC"
Charleston,SC,BERKELEY,"Charleston, SC"
Charleston AFB,SC,CHARLESTON,"Chas AFB, SC"
Charleston AFB,SC,CHARLESTON,"Jt Base Chas, SC"
Charleston AFB,SC,CHARLESTON,"Joint Base Charleston, SC"
Charleston AFB,SC,CHARLESTON,"Charleston AFB, SC"
North Charleston,SC,DORCHESTER,"N Charleston, SC"
North Charleston,SC,DORCHESTER,"No Chas, SC"
North Charleston,SC,CHARLESTON,"North Charleston, SC"
North Charleston,SC,CHARLESTON,"Chas Hgts, SC"
North Charleston,SC,CHARLESTON,"Pinehaven, SC"
Charleston,SC,CHARLESTON,"St Andrews, SC"
Charleston,SC,CHARLESTON,"Saint Andrews, SC"
Charleston,SC,CHARLESTON,"The Citadel, SC"
Hanahan,SC,BERKELEY,"Hanahan, SC"
Charleston,SC,CHARLESTON,"James Island, SC"
North Charleston,SC,CHARLESTON,"Charleston Heights, SC"
North Charleston,SC,CHARLESTON,"Ch Hgts, SC"
North Charleston,SC,CHARLESTON,"Charleston Hts, SC"
Charleston,SC,CHARLESTON,"The College Of Charleston, SC"
Charleston,SC,CHARLESTON,"Medical University Of Sc, SC"
Adams Run,SC,CHARLESTON,"Osborn, SC"
Adams Run,SC,CHARLESTON,"Jericho, SC"
Adams Run,SC,CHARLESTON,"Adams Run, SC"
Awendaw,SC,CHARLESTON,"Awendaw, SC"
Bethera,SC,BERKELEY,"Bethera, SC"
Moncks Corner,SC,BERKELEY,"Moncks Corner, SC"
Bonneau,SC,BERKELEY,"Bonneau, SC"
Branchville,SC,ORANGEBURG,"Branchville, SC"
Canadys,SC,COLLETON,"Canadys, SC"
Cordesville,SC,BERKELEY,"Cordesville, SC"
Cottageville,SC,COLLETON,"Cottageville, SC"
Cross,SC,BERKELEY,"Cross, SC"
Dorchester,SC,DORCHESTER,"Dorchester, SC"
Edisto Island,SC,COLLETON,"Edisto, SC"
Edisto Island,SC,COLLETON,"Edisto Island, SC"
Edisto Island,SC,COLLETON,"Edisto Beach, SC"
Folly Beach,SC,CHARLESTON,"Folly Beach, SC"
Georgetown,SC,GEORGETOWN,"Georgetown, SC"
Georgetown,SC,GEORGETOWN,"Maryville, SC"
Goose Creek,SC,BERKELEY,"Goose Creek, SC"
Green Pond,SC,COLLETON,"Greenpond, SC"
Green Pond,SC,COLLETON,"Green Pond, SC"
Grover,SC,DORCHESTER,"Grover, SC"
Harleyville,SC,DORCHESTER,"Harleyville, SC"
Hollywood,SC,CHARLESTON,"Rantowels, SC"
Hollywood,SC,CHARLESTON,"Yonges Island, SC"
Hollywood,SC,CHARLESTON,"Meggett, SC"
Hollywood,SC,CHARLESTON,"Hollywood, SC"
Huger,SC,BERKELEY,"Huger, SC"
Isle Of Palms,SC,CHARLESTON,"Dewees Island, SC"
Isle Of Palms,SC,CHARLESTON,"Isle Of Palms, SC"
Jacksonboro,SC,COLLETON,"Jacksonboro, SC"
Jamestown,SC,BERKELEY,"Shulerville, SC"
Jamestown,SC,BERKELEY,"Jamestown, SC"
Johns Island,SC,CHARLESTON,"Kiawah Island, SC"
Johns Island,SC,CHARLESTON,"Seabrook Isl, SC"
Johns Island,SC,CHARLESTON,"Johns Island, SC"
Johns Island,SC,CHARLESTON,"Seabrook Island, SC"
Ladson,SC,BERKELEY,"College Park, SC"
Ladson,SC,BERKELEY,"Ladson, SC"
Mc Clellanville,SC,CHARLESTON,"Mcclellanvle, SC"
Mc Clellanville,SC,CHARLESTON,"Mcclellanville, SC"
Mc Clellanville,SC,CHARLESTON,"Mc Clellanville, SC"
Mount Pleasant,SC,CHARLESTON,"Mount Pleasant, SC"
Mount Pleasant,SC,CHARLESTON,"Mt Pleasant, SC"
Pineville,SC,BERKELEY,"Pineville, SC"
Pinopolis,SC,BERKELEY,"Pinopolis, SC"
Ravenel,SC,CHARLESTON,"Ravenel, SC"
Reevesville,SC,DORCHESTER,"Reevesville, SC"
Ridgeville,SC,DORCHESTER,"Ridgeville, SC"
Round O,SC,COLLETON,"Round O, SC"
Ruffin,SC,COLLETON,"Ruffin, SC"
Russellville,SC,BERKELEY,"Russellville, SC"
Saint George,SC,DORCHESTER,"Saint George, SC"
Saint George,SC,DORCHESTER,"St George, SC"
Saint Stephen,SC,BERKELEY,"Saint Stephen, SC"
Saint Stephen,SC,BERKELEY,"Alvin, SC"
Smoaks,SC,COLLETON,"Smoaks, SC"
Sullivans Island,SC,CHARLESTON,"Sullivans Is, SC"
Sullivans Island,SC,CHARLESTON,"Sullivans Island, SC"
Summerville,SC,DORCHESTER,"Knightsville, SC"
Summerville,SC,DORCHESTER,"Summerville, SC"
Summerville,SC,DORCHESTER,"Summ, SC"
Summerville,SC,DORCHESTER,"Lincolnville, SC"
Wadmalaw Island,SC,CHARLESTON,"Wadmalaw Island, SC"
